"id","tag_id","time_stamp","value","units_abbreviation","good","questionable","substituted","annotated"
"165762","762","2024-09-13 10:50:20.391006","22.3006248","",True,False,False,False
"166762","762","2024-09-13 10:50:20.391006","22.3006248","",True,False,False,False
"167762","762","2024-09-13 10:50:20.391006","22.3006248","",True,False,False,False
"168762","762","2024-09-13 10:50:20.391006","22.3006248","",True,False,False,False
"169762","762","2024-09-13 10:53:20.044006","22.32","",True,False,False,False
"170762","762","2024-09-13 10:53:20.044006","22.32","",True,False,False,False
"171762","762","2024-09-13 10:53:20.044006","22.32","",True,False,False,False
"172762","762","2024-09-13 10:53:20.044006","22.32","",True,False,False,False
"173762","762","2024-09-13 10:53:20.044006","22.32","",True,False,False,False
"174762","762","2024-09-13 10:53:20.044006","22.32","",True,False,False,False
"175762","762","2024-09-13 10:56:20.649002","22.3103123","",True,False,False,False
"176762","762","2024-09-13 10:56:20.649002","22.3103123","",True,False,False,False
"177762","762","2024-09-13 10:57:21.143005","22.3006248","",True,False,False,False
"178930","762","2024-09-18 02:09:48.505005","22.3006248","",True,False,False,False
"179930","762","2024-09-18 02:10:48.758011","22.32","",True,False,False,False
"180930","762","2024-09-18 02:10:48.758011","22.32","",True,False,False,False
"181930","762","2024-09-18 02:12:49.464004","22.3103123","",True,False,False,False
"182930","762","2024-09-18 02:13:49.910004","22.32","",True,False,False,False
"183930","762","2024-09-18 02:14:49.373001","22.3393745","",True,False,False,False
"184930","762","2024-09-18 02:15:49.835007","22.35875","",True,False,False,False
"185930","762","2024-09-18 02:17:50.634003","22.3781242","",True,False,False,False
"186930","762","2024-09-18 02:28:52.07901","22.5234375","",True,False,False,False
"187930","762","2024-09-18 02:28:52.07901","22.5234375","",True,False,False,False
"188930","762","2024-09-18 02:30:52.020004","22.51375","",True,False,False,False
"189930","762","2024-09-18 02:30:52.020004","22.51375","",True,False,False,False
"190930","762","2024-09-18 02:31:52.404007","22.5234375","",True,False,False,False
"191930","762","2024-09-18 02:33:53.297012","22.5428123","",True,False,False,False
"192930","762","2024-09-18 02:34:52.463013","22.5331249","",True,False,False,False
"161762","762","2024-09-13 10:49:19.976013","22.32","",True,False,False,False
"194930","762","2024-09-18 02:42:53.849014","22.4846859","",True,False,False,False
"193930","762","2024-09-18 02:37:53.740005","22.5331249","",True,False,False,False
"195930","762","2024-09-18 02:42:53.849014","22.4846859","",True,False,False,False
"197930","762","2024-09-18 02:44:54.52301","22.4943752","",True,False,False,False
"196930","762","2024-09-18 02:44:54.52301","22.4943752","",True,False,False,False
"198930","762","2024-09-18 02:47:54.80101","22.5040627","",True,False,False,False
"199930","762","2024-09-18 02:48:55.294006","22.4749985","",True,False,False,False
"200930","762","2024-09-18 02:49:54.819016","22.4653111","",True,False,False,False
"202930","762","2024-09-18 02:51:55.775009","22.4846859","",True,False,False,False
"201930","762","2024-09-18 02:50:55.266006","22.4749985","",True,False,False,False
"203930","762","2024-09-18 02:51:55.775009","22.4846859","",True,False,False,False
"204930","762","2024-09-18 02:53:55.590012","22.4943752","",True,False,False,False
"206930","762","2024-09-18 02:55:56.562012","22.4943752","",True,False,False,False
"205930","762","2024-09-18 02:54:56.131012","22.4846859","",True,False,False,False
"208930","762","2024-09-18 02:57:56.314011","22.4846859","",True,False,False,False
"207930","762","2024-09-18 02:56:55.930008","22.51375","",True,False,False,False
"209930","762","2024-09-18 02:58:56.74501","22.4943752","",True,False,False,False
"210930","762","2024-09-18 02:58:56.74501","22.4943752","",True,False,False,False
"214930","762","2024-09-18 03:03:57.073013","22.4846859","",True,False,False,False
"211930","762","2024-09-18 02:58:56.74501","22.4943752","",True,False,False,False
"212930","762","2024-09-18 03:01:57.132004","22.4846859","",True,False,False,False
"213930","762","2024-09-18 03:02:57.57901","22.4943752","",True,False,False,False
"217930","762","2024-09-18 03:05:57.997009","22.4943752","",True,False,False,False
"215930","762","2024-09-18 03:04:57.597015","22.5040627","",True,False,False,False
"216930","762","2024-09-18 03:05:57.997009","22.4943752","",True,False,False,False
"218930","762","2024-09-18 03:07:57.781006","22.4846859","",True,False,False,False
"219930","762","2024-09-18 03:08:58.197006","22.4653111","",True,False,False,False
"223930","762","2024-09-18 03:12:58.983002","22.4846859","",True,False,False,False
"220930","762","2024-09-18 03:08:58.197006","22.4653111","",True,False,False,False
"221930","762","2024-09-18 03:10:59.074005","22.4846859","",True,False,False,False
"222930","762","2024-09-18 03:11:58.490005","22.4749985","",True,False,False,False
"226930","762","2024-09-18 03:14:58.736008","22.4846859","",True,False,False,False
"224930","762","2024-09-18 03:13:59.430008","22.4943752","",True,False,False,False
"225930","762","2024-09-18 03:14:58.736008","22.4846859","",True,False,False,False
"227930","762","2024-09-18 03:14:58.736008","22.4846859","",True,False,False,False
"228930","762","2024-09-18 03:17:59.233002","22.4943752","",True,False,False,False
"232930","762","2024-09-18 03:23:00.435013","22.4653111","",True,False,False,False
"229930","762","2024-09-18 03:18:59.77301","22.4846859","",True,False,False,False
"230930","762","2024-09-18 03:18:59.77301","22.4846859","",True,False,False,False
"231930","762","2024-09-18 03:21:00.541","22.4749985","",True,False,False,False
"233930","762","2024-09-18 03:24:00.897003","22.4943752","",True,False,False,False
"236930","762","2024-09-18 03:27:01.362015","22.4556236","",True,False,False,False
"234930","762","2024-09-18 03:25:01.359009","22.4749985","",True,False,False,False
"235930","762","2024-09-18 03:25:01.359009","22.4749985","",True,False,False,False
"237930","762","2024-09-18 03:28:01.840012","22.4749985","",True,False,False,False
"241930","762","2024-09-18 03:32:01.596008","22.4846859","",True,False,False,False
"238930","762","2024-09-18 03:29:01.162002","22.4846859","",True,False,False,False
"239930","762","2024-09-18 03:29:01.162002","22.4846859","",True,False,False,False
"240930","762","2024-09-18 03:31:02.274002","22.4943752","",True,False,False,False
"244930","762","2024-09-18 03:35:02.108002","22.5040627","",True,False,False,False
"242930","762","2024-09-18 03:33:02.089004","22.4749985","",True,False,False,False
"243930","762","2024-09-18 03:34:02.629013","22.4943752","",True,False,False,False
"247930","762","2024-09-18 03:38:02.494003","22.4943752","",True,False,False,False
"245930","762","2024-09-18 03:36:02.710007","22.4943752","",True,False,False,False
"246930","762","2024-09-18 03:37:03.20401","22.4846859","",True,False,False,False
"248930","762","2024-09-18 03:39:03.019012","22.4846859","",True,False,False,False
"249930","762","2024-09-18 03:40:03.497009","22.4943752","",True,False,False,False
"250930","762","2024-09-18 03:41:02.866012","22.4749985","",True,False,False,False
"251930","762","2024-09-18 03:42:03.406006","22.4846859","",True,False,False,False
"252930","762","2024-09-18 03:43:03.900009","22.4943752","",True,False,False,False
"256930","762","2024-09-18 03:47:04.749008","22.4749985","",True,False,False,False
"253930","762","2024-09-18 03:43:03.900009","22.4943752","",True,False,False,False
"254930","762","2024-09-18 03:43:03.900009","22.4943752","",True,False,False,False
"255930","762","2024-09-18 03:43:03.900009","22.4943752","",True,False,False,False
"258930","762","2024-09-18 03:49:04.517014","22.4943752","",True,False,False,False
"257930","762","2024-09-18 03:48:05.149002","22.5040627","",True,False,False,False
"259930","762","2024-09-18 03:50:04.964004","22.4846859","",True,False,False,False
"260930","762","2024-09-18 03:51:05.504013","22.4943752","",True,False,False,False
"261930","762","2024-09-18 03:52:04.826004","22.4846859","",True,False,False,False
"262930","762","2024-09-18 03:53:05.476013","22.4943752","",True,False,False,False
"263930","762","2024-09-18 03:53:05.476013","22.4943752","",True,False,False,False
"264930","762","2024-09-18 03:55:05.38501","22.51375","",True,False,False,False
"268930","762","2024-09-18 03:58:05.928009","22.4846859","",True,False,False,False
"265930","762","2024-09-18 03:56:05.94101","22.4943752","",True,False,False,False
"266930","762","2024-09-18 03:57:06.450012","22.51375","",True,False,False,False
"267930","762","2024-09-18 03:58:05.928009","22.4846859","",True,False,False,False
"269930","762","2024-09-18 03:58:05.928009","22.4846859","",True,False,False,False
"270930","762","2024-09-18 04:02:07.012009","22.51375","",True,False,False,False
"274930","762","2024-09-18 04:06:07.986008","22.5040627","",True,False,False,False
"271930","762","2024-09-18 04:03:06.490005","22.5331249","",True,False,False,False
"272930","762","2024-09-18 04:04:06.843002","22.4943752","",True,False,False,False
"273930","762","2024-09-18 04:05:07.461014","22.51375","",True,False,False,False
"277930","762","2024-09-18 04:09:08.373001","22.5040627","",True,False,False,False
"275930","762","2024-09-18 04:07:07.542007","22.4943752","",True,False,False,False
"276930","762","2024-09-18 04:07:07.542007","22.4943752","",True,False,False,False
"278930","762","2024-09-18 04:09:08.373001","22.5040627","",True,False,False,False
"279930","762","2024-09-18 04:11:08.282013","22.51375","",True,False,False,False
"284930","762","2024-09-18 04:16:09.359009","22.4846859","",True,False,False,False
"280930","762","2024-09-18 04:11:08.282013","22.51375","",True,False,False,False
"281930","762","2024-09-18 04:13:08.175003","22.5040627","",True,False,False,False
"282930","762","2024-09-18 04:14:08.653015","22.4943752","",True,False,False,False
"283930","762","2024-09-18 04:15:08.959","22.5040627","",True,False,False,False
"289930","762","2024-09-18 04:20:09.380005","22.51375","",True,False,False,False
"285930","762","2024-09-18 04:17:08.775009","22.4749985","",True,False,False,False
"286930","762","2024-09-18 04:18:09.299011","22.51375","",True,False,False,False
"287930","762","2024-09-18 04:19:09.871002","22.4943752","",True,False,False,False
"288930","762","2024-09-18 04:20:09.380005","22.51375","",True,False,False,False
"295930","762","2024-09-18 04:28:10.469009","22.5331249","",True,False,False,False
"290930","762","2024-09-18 04:20:09.380005","22.51375","",True,False,False,False
"291930","762","2024-09-18 04:24:10.511002","22.5234375","",True,False,False,False
"292930","762","2024-09-18 04:25:09.957001","22.5040627","",True,False,False,False
"293930","762","2024-09-18 04:26:10.498001","22.51375","",True,False,False,False
"294930","762","2024-09-18 04:27:11.069016","22.5234375","",True,False,False,False
"296930","762","2024-09-18 04:29:10.947006","22.4749985","",True,False,False,False
"297930","762","2024-09-18 04:30:11.456009","22.3975","",True,False,False,False
"301930","762","2024-09-18 04:34:12.024002","22.4265614","",True,False,False,False
"298930","762","2024-09-18 04:31:11.841003","22.4168739","",True,False,False,False
"299930","762","2024-09-18 04:31:11.841003","22.4168739","",True,False,False,False
"300930","762","2024-09-18 04:31:11.841003","22.4168739","",True,False,False,False
"304930","762","2024-09-18 04:36:11.715012","22.4168739","",True,False,False,False
"302930","762","2024-09-18 04:35:12.455002","22.4362488","",True,False,False,False
"303930","762","2024-09-18 04:36:11.715012","22.4168739","",True,False,False,False
"305930","762","2024-09-18 04:36:11.715012","22.4168739","",True,False,False,False
"307930","762","2024-09-18 04:39:13.14801","22.4265614","",True,False,False,False
"306930","762","2024-09-18 04:39:13.14801","22.4265614","",True,False,False,False
"308930","762","2024-09-18 04:41:13.026001","22.4168739","",True,False,False,False
"309930","762","2024-09-18 04:41:13.026001","22.4168739","",True,False,False,False
"313930","762","2024-09-18 04:46:14.13501","22.1553116","",True,False,False,False
"310930","762","2024-09-18 04:43:08.405014","22.3103123","",True,False,False,False
"311930","762","2024-09-18 04:44:13.28801","22.2424984","",True,False,False,False
"312930","762","2024-09-18 04:45:13.750015","22.164999","",True,False,False,False
"316930","762","2024-09-18 04:49:14.521011","22.164999","",True,False,False,False
"314930","762","2024-09-18 04:46:14.13501","22.1553116","",True,False,False,False
"315930","762","2024-09-18 04:48:13.981003","22.1746864","",True,False,False,False
"319930","762","2024-09-18 04:52:15.096008","22.1553116","",True,False,False,False
"317930","762","2024-09-18 04:49:14.521011","22.164999","",True,False,False,False
"318930","762","2024-09-18 04:51:14.587006","22.1456242","",True,False,False,False
"322930","762","2024-09-18 04:55:15.608002","22.164999","",True,False,False,False
"320930","762","2024-09-18 04:53:14.652008","22.12625","",True,False,False,False
"321930","762","2024-09-18 04:54:15.130005","22.1553116","",True,False,False,False
"323930","762","2024-09-18 04:56:14.930008","22.1746864","",True,False,False,False
"325930","762","2024-09-18 04:57:15.392014","22.1940613","",True,False,False,False
"324930","762","2024-09-18 04:57:15.392014","22.1940613","",True,False,False,False
"326930","762","2024-09-18 04:59:16.192001","22.232811","",True,False,False,False
"327930","762","2024-09-18 05:00:15.545013","22.2134361","",True,False,False,False
"331930","762","2024-09-18 05:03:16.838013","22.097187","",True,False,False,False
"328930","762","2024-09-18 05:00:15.545013","22.2134361","",True,False,False,False
"329930","762","2024-09-18 05:02:16.375015","22.1553116","",True,False,False,False
"330930","762","2024-09-18 05:03:16.838013","22.097187","",True,False,False,False
"333930","762","2024-09-18 05:05:16.434006","22.1165619","",True,False,False,False
"332930","762","2024-09-18 05:05:16.434006","22.1165619","",True,False,False,False
"334930","762","2024-09-18 05:07:17.421005","22.1359367","",True,False,False,False
"335930","762","2024-09-18 05:09:17.221008","22.1456242","",True,False,False,False
"336930","762","2024-09-18 05:10:17.693008","22.1165619","",True,False,False,False
"340930","762","2024-09-18 05:14:17.642014","22.097187","",True,False,False,False
"337930","762","2024-09-18 05:11:17.124008","22.0390625","",True,False,False,False
"338930","762","2024-09-18 05:12:17.633011","22.1165619","",True,False,False,False
"339930","762","2024-09-18 05:13:18.064011","22.1068745","",True,False,False,False
"343930","762","2024-09-18 05:15:18.004013","22.1165619","",True,False,False,False
"341930","762","2024-09-18 05:15:18.004013","22.1165619","",True,False,False,False
"342930","762","2024-09-18 05:15:18.004013","22.1165619","",True,False,False,False
"344930","762","2024-09-18 05:18:18.344009","22.1068745","",True,False,False,False
"345930","762","2024-09-18 05:19:18.978012","22.1165619","",True,False,False,False
"346930","762","2024-09-18 05:20:19.425003","22.0875","",True,False,False,False
"347930","762","2024-09-18 05:20:19.425003","22.0875","",True,False,False,False
"348930","762","2024-09-18 05:20:19.425003","22.0875","",True,False,False,False
"532334","762","2024-09-19 03:24:46.992004","22.3006248","",True,False,False,False
"349930","762","2024-09-18 05:21:18.887009","22.1068745","",True,False,False,False
"533321","762","2024-09-19 03:25:47.470001","22.2909374","",True,False,False,False
"534308","762","2024-09-19 03:26:48.01001","22.3006248","",True,False,False,False
"362930","762","2024-09-18 06:21:29.001007","22.4071865","",True,False,False,False
"535295","762","2024-09-19 03:27:47.379013","22.32","",True,False,False,False
"536282","762","2024-09-19 03:28:47.904007","22.3006248","",True,False,False,False
"359930","762","2024-09-18 06:18:27.692001","22.3975","",True,False,False,False
"360930","762","2024-09-18 06:19:28.248001","22.4071865","",True,False,False,False
"361930","762","2024-09-18 06:20:28.570007","22.3975","",True,False,False,False
"365930","762","2024-09-18 06:22:28.323013","22.3975","",True,False,False,False
"363930","762","2024-09-18 06:22:28.323013","22.3975","",True,False,False,False
"364930","762","2024-09-18 06:22:28.323013","22.3975","",True,False,False,False
"537269","762","2024-09-19 03:28:47.904007","22.3006248","",True,False,False,False
"368930","762","2024-09-18 06:27:29.494003","22.3975","",True,False,False,False
"538222","762","2024-09-19 03:39:49.458008","22.2909374","",True,False,False,False
"369930","762","2024-09-18 06:28:29.987015","22.3684368","",True,False,False,False
"370930","762","2024-09-18 06:29:29.434006","22.3878117","",True,False,False,False
"374928","762","2024-09-18 06:34:30.871002","22.3878117","",True,False,False,False
"371928","762","2024-09-18 06:29:29.434006","22.3878117","",True,False,False,False
"372928","762","2024-09-18 06:32:29.820999","22.3781242","",True,False,False,False
"373928","762","2024-09-18 06:34:30.871002","22.3878117","",True,False,False,False
"377928","762","2024-09-18 06:40:31.17601","22.3975","",True,False,False,False
"375928","762","2024-09-18 06:38:31.392014","22.3781242","",True,False,False,False
"376928","762","2024-09-18 06:39:31.854004","22.3878117","",True,False,False,False
"378928","762","2024-09-18 06:41:31.669006","22.3878117","",True,False,False,False
"379928","762","2024-09-18 06:42:32.147003","22.3684368","",True,False,False,False
"383928","762","2024-09-18 06:45:32.409012","22.3878117","",True,False,False,False
"380928","762","2024-09-18 06:43:32.531006","22.3878117","",True,False,False,False
"381928","762","2024-09-18 06:44:31.931015","22.3975","",True,False,False,False
